                  * c:\users\suman\esim-workspace\adc\adc.cir
                  Transient Analysis  Thu Mar 10 23:14:07  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   a2#branch_1_1   a2#branch_1_2   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-03	-8.67362e-19	0.000000e+00	0.000000e+00	
2	2.000000e-03	-8.67362e-19	0.000000e+00	0.000000e+00	
3	4.000000e-03	-8.67362e-19	0.000000e+00	0.000000e+00	
4	8.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-02	-8.67362e-19	0.000000e+00	0.000000e+00	
7	6.400000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.280000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
9	2.560000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
10	4.560000e-01	-8.67362e-19	0.000000e+00	0.000000e+00	
11	6.560000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
12	8.560000e-01	-8.67362e-19	0.000000e+00	0.000000e+00	
13	1.056000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
14	1.256000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
15	1.456000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
16	1.656000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
17	1.856000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
18	2.056000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
19	2.256000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
20	2.456000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
21	2.656000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
22	2.856000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
23	3.056000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
24	3.256000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
25	3.456000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
26	3.656000e+00	-8.67362e-19	0.000000e+00	0.000000e+00	
